new_id,Response_ID,Recorded_Date,Location_Latitude,Location_Longitude,input_location,input_category,input_lat,input_lon,distance_m,best_lat,best_lon,sweep,gender,age,race_White,race_Hispanic,race_Black,race_Asian,race_American_Indian,last_30_noshelter,_3year_noshelter,Rank___Level_of_privacy,Rank___Length_allowed_to_stay,Rank___Security_Guards,Rank___Case_Management,Rank___Close_to_transit,Rank___Proximity_to_where_you_st,Rank___Substance_Use_Policy,Rank___Participation_in_rule_mak,Rank___Curfew_Policy,Rank___Pet_Policy,Rank___Partners_Policy,Rank___How_Clean_it_is,Preferred_B1Q1,Preferred_B1Q2,Preferred_B1Q3,Preferred_B1Q4,Preferred_B2Q1,Preferred_B2Q2,Preferred_B2Q3,Preferred_B2Q4,Preferred_B3Q1,Preferred_B3Q2,Preferred_B3Q3,Preferred_B3Q4,Outside_Option_B1Q1,Outside_Option_B1Q2,Outside_Option_B1Q3,Outside_Option_B1Q4,Outside_Option_B2Q1,Outside_Option_B2Q2,Outside_Option_B2Q3,Outside_Option_B2Q4,Outside_Option_B3Q1,Outside_Option_B3Q2,Outside_Option_B3Q3,Outside_Option_B3Q4,trigger___Selected_Choice_Family,trigger___Selected_Choice_Chose_,trigger___Selected_Choice_Divorc,trigger___Selected_Choice_Could_,trigger___Selected_Choice_Rent_i,trigger___Selected_Choice_Evicti,trigger___Selected_Choice_Releas,trigger___Selected_Choice_Other_,trigger___Other__Specify____Text
43,R_9FpoBaz6f7vxV5r,2025-07-06 18:02:23,,,"37.8190798, -122.2905353",coord_decimal,37.8190798,-122.2905353,,37.8190798,-122.2905353,0.0,Male,44.0,,,Black,,,,,1,6,7,4,9,12,8,5,2,11,10,3,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,,,,,,Eviction,,,
44,R_gwjjwvyQCyuNs8M,2025-07-06 18:09:15,37.821732,-122.291232,,missing,,,,37.821732,-122.291232,1.0,Female,28.0,,,Black,,,,,10,6,8,5,7,3,11,9,12,4,2,1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",Chose to leave due to issues with family/friend/roommate,,,,,,,
45,R_ePSmoR2bnYGkpNo,2025-07-06 18:09:17,37.821218,-122.291777,"37.8216091, -122.2912464",coord_decimal,37.8216091,-122.2912464,63.7,37.821218,-122.291777,1.0,Male,67.0,White,Hispanic,,,American Indian,,,3,7,2,4,6,11,5,8,12,9,10,1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,,Other (Specify),"He worked as a property maintenance guy in American Canyon. He was replaced by a bay alarm, acording to him."
46,R_6Dsj5mO9vyIUTxX,2025-07-06 18:09:53,37.822157,-122.291222,,missing,,,,37.822157,-122.291222,1.0,Female,54.0,White,,,,,,,1,7,12,5,9,6,2,10,11,4,8,3,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,,,Divorce/breakup,Could not pay rent,Rent increase,Eviction,Released from jail/prison,,
47,R_ebyRWglgwlQt3iu,2025-07-06 18:09:54,37.821895,-122.291767,"37.8215455, -122.2911093",coord_decimal,37.8215455,-122.2911093,69.6,37.821895,-122.291767,1.0,Male,37.0,,,Black,,,,,1,5,4,12,2,10,7,9,11,8,6,3,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,,,,,,Eviction,,,
48,R_mTP758rQCL5uB9b,2025-07-06 18:09:55,37.821887,-122.291395,"37.8209194, -122.2917098",coord_decimal,37.8209194,-122.2917098,111.1,37.821887,-122.291395,0.0,Male,45.0,,,Black,,,No Shelter/Outside,,12,10,3,8,5,7,6,4,9,11,2,1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,,,,Could not pay rent,,,,,
49,R_02RHSxEVJ1gglmP,2025-07-06 18:09:56,37.825945,-122.29121,"37.8169546, -122.2947105",coord_decimal,37.8169546,-122.2947105,1045.9,37.825945,-122.29121,0.0,Female,25.0,,Hispanic,,,,,,10,6,7,3,12,11,1,5,2,4,9,8,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
50,R_oVQmNjADAVPVvGX,2025-07-06 18:09:57,37.821782,-122.291803,"37.8169013, -122.2949583",coord_decimal,37.8169013,-122.2949583,609.4,37.821782,-122.291803,1.0,Female,36.0,White,,,,,,,4,7,10,3,9,2,12,11,6,5,1,8,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,No,Yes,No,No,No,No,No,No,No,No,No,,,,Could not pay rent,,,,,
51,R_oxaN4Vgl267iUim,2025-07-06 18:15:19,37.821687,-122.291193,"38.4247839, -120.1354571",coord_decimal,38.4247839,-120.1354571,200136.8,37.821687,-122.291193,1.0,Non-Binary/Other,22.0,,,,,American Indian,,No Shelter/Outside,8,1,10,2,12,11,5,4,6,9,7,3,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,Divorce/breakup,,,,Released from jail/prison,,
52,R_fg6h5u2xE3MnfUY,2025-07-06 18:15:20,,,"38.4247839, -120.1354571",coord_decimal,38.4247839,-120.1354571,,38.4247839,-120.1354571,1.0,Male,42.0,,,Black,,,,,11,9,5,1,2,8,4,7,12,6,3,10,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
53,R_cutmweI9Xmv6Ni9,2025-07-06 18:15:21,37.821733,-122.29178,"38.4247839, -120.1354571",coord_decimal,38.4247839,-120.1354571,200183.4,37.821733,-122.29178,0.0,Transgender Woman,30.0,White,,,,,,,6,8,5,7,9,4,10,1,11,3,12,2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Abuse
54,R_8VsCkuHQGfNfyAA,2025-07-06 18:15:22,,,,missing,,,,,,1.0,Male,55.0,White,,,,,,,11,2,5,8,6,1,10,4,3,9,12,7,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Could not pay rent,,,,,
55,R_mzNvrZMLbpI6MqO,2025-07-06 18:15:23,37.821688,-122.291228,"37.8223188, -122.2901538",coord_decimal,37.8223188,-122.2901538,117.6,37.821688,-122.291228,0.0,Female,54.0,White,,,,,,No Shelter/Outside,1,6,5,4,11,12,8,7,10,2,9,3,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,,,,,,,,Other (Specify),Husband died
56,R_aXT29iPCNFa5PrC,2025-07-06 18:19:16,37.821688,-122.291178,34th st and Beach st,area_vague,,,,37.821688,-122.291178,0.0,Female,44.0,White,,,,,No Shelter/Outside,No Shelter/Outside,11,4,12,7,10,1,9,6,3,5,8,2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,,,,,,,,Other (Specify),DEATH IN FAMILY
57,R_1nEs7GoPnSFvdDZ,2025-07-06 18:19:17,37.821705,-122.291777,,missing,,,,37.821705,-122.291777,1.0,Female,44.0,White,,,,,No Shelter/Outside,,5,11,6,4,9,8,7,3,10,2,12,1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,Could not pay rent,,,,Other (Specify),Abuse
58,R_0OEch7DfuuOG3Lu,2025-07-07 11:45:12,37.931958,-122.359748,,missing,,,,37.931958,-122.359748,1.0,Male,39.0,,,Black,,,,,7,8,6,2,1,10,12,5,4,11,9,3,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
59,R_ic7pc9aXJJHRxpP,2025-07-07 13:25:58,37.934668,-122.360645,Harbour way,address,38.1077676,-122.2650986,20988.8,37.934668,-122.360645,0.0,Male,62.0,,,Black,,,,,9,7,4,5,1,10,6,3,11,12,8,2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),All
60,R_6I0wUHCuCXm2USs,2025-07-07 13:26:00,37.936367,-122.365363,Macdonald 9th,address,37.7061919,-122.4098691,25891.1,37.936367,-122.365363,0.0,Female,60.0,,,Black,,,,,,,,,,,,,,,,,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
61,R_4dVb51SX1Z9AfSI,2025-07-07 13:40:54,37.931963,-122.359712,Harbour way richmond ca,address,37.9384336,-122.3600196,720.0,37.931963,-122.359712,1.0,Male,26.0,,,Black,,,,,1,11,10,4,3,2,5,12,6,9,8,7,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Released from jail/prison,,
62,R_5HdcZjVKARVRMDm,2025-07-07 13:59:10,37.931982,-122.359822,,missing,,,,37.931982,-122.359822,1.0,Female,,,Hispanic,,,,,,11,12,9,4,2,7,6,1,8,10,3,5,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
63,R_mZ7lqrqTQapvPjg,2025-07-07 16:42:35,37.780928,-122.409002,"37.7809032, -122.4086749",coord_decimal,37.7809032,-122.4086749,28.9,37.780928,-122.409002,0.0,Female,68.0,,,Black,,,,No Shelter/Outside,4,5,1,3,10,8,6,9,11,7,12,2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,Other (Specify),Peoplecoming in room
64,R_d1RqCrh8kbpdzyV,2025-07-07 16:42:36,37.780945,-122.408912,"37.7809032, -122.4086749",coord_decimal,37.7809032,-122.4086749,21.3,37.780945,-122.408912,0.0,Female,43.0,White,,,,,,,2,8,11,10,12,5,6,3,7,9,1,4,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,,,,,,Eviction,,Other (Specify),Raided for sellingdrugs
65,R_4LFyn6E7n7rJnTr,2025-07-07 16:42:36,37.780948,-122.408957,"37.7809032, -122.4086749",coord_decimal,37.7809032,-122.4086749,25.3,37.780948,-122.408957,0.0,Male,73.0,,,Black,,,,,3,9,1,4,7,8,10,6,5,12,11,2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,,
66,R_dVp7CI0AU0zrKmB,2025-07-07 16:42:37,37.780968,-122.408858,"37.7809032, -122.4086749",coord_decimal,37.7809032,-122.4086749,17.6,37.780968,-122.408858,0.0,Male,28.0,White,,,,,,,2,3,11,4,7,9,12,6,5,8,10,1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,,Chose to leave due to issues with family/friend/roommate,,,,,,,
67,R_gegokSTCe5KGFr8,2025-07-07 16:42:38,37.780972,-122.40888,"37.7809032, -122.4086749",coord_decimal,37.7809032,-122.4086749,19.6,37.780972,-122.40888,0.0,Male,76.0,,,Black,,,,,7,4,1,2,5,6,8,10,9,11,12,3,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,,
68,R_8RQ0ZvzmkPJyOVy,2025-07-07 16:42:39,37.780947,-122.408902,"37.7868649, -122.4181551",coord_decimal,37.7868649,-122.4181551,1046.1,37.780947,-122.408902,1.0,Female,49.0,,,Black,,,No Shelter/Outside,,1,7,5,2,9,6,12,3,8,11,10,4,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Forced to leave by landlord illegally
69,R_5iLvYciosxppCnS,2025-07-07 16:42:41,37.780973,-122.409002,"37.7809541, -122.4084999",coord_decimal,37.7809541,-122.4084999,44.2,37.780973,-122.409002,1.0,Male,64.0,,Hispanic,,,,,,2,7,1,3,6,5,9,4,10,12,11,8,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Rent increase,,,,
70,R_cPmdsIzcqMC2bPi,2025-07-07 16:42:41,37.781197,-122.40856,"37.7809541, -122.4084999",coord_decimal,37.7809541,-122.4084999,27.5,37.781197,-122.40856,1.0,Female,62.0,,,Black,,,,,1,6,3,4,9,12,5,11,10,7,8,2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Towed RV
71,R_9pYnENEaYDmEeuJ,2025-07-07 16:42:42,37.78081,-122.408737,"37.7809541, -122.4084999",coord_decimal,37.7809541,-122.4084999,26.3,37.78081,-122.408737,0.0,Male,35.0,,,Black,,,,,5,3,10,1,8,7,2,6,9,12,11,4,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
72,R_azZKq4WRBoc2r6u,2025-07-07 16:42:43,37.780902,-122.408833,"37.7809541, -122.4084999",coord_decimal,37.7809541,-122.4084999,29.8,37.780902,-122.408833,1.0,Male,33.0,,,Black,,,,,1,4,3,9,6,11,10,8,5,12,7,2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,Divorce/breakup,,,,,,
73,R_0zHX1HImaXRUizT,2025-07-07 16:42:44,37.7809,-122.408942,"37.7809541, -122.4084999",coord_decimal,37.7809541,-122.4084999,39.3,37.7809,-122.408942,1.0,Male,29.0,,,Black,,,No Shelter/Outside,,8,10,3,2,5,11,9,6,4,12,7,1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,Other (Specify),Evicted for asking questions about broken elevatorand rodents
74,R_lN8dejr1EoyLIr1,2025-07-07 16:42:44,37.780882,-122.408927,"37.7809541, -122.4084999",coord_decimal,37.7809541,-122.4084999,38.4,37.780882,-122.408927,1.0,Male,38.0,,Hispanic,Black,,,,,9,1,4,8,7,12,5,3,6,11,10,2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Released from jail/prison,,
75,R_a5USRj7YTTKskzc,2025-07-08 12:25:00,37.784708,-122.412003,"37.7851996, -122.4106265",coord_decimal,37.7851996,-122.4106265,132.7,37.784708,-122.412003,0.0,Male,54.0,,,Black,,,,No Shelter/Outside,12,2,8,4,3,10,5,6,7,11,9,1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,,,,,,
76,R_bnF9pTXqyJbhcTB,2025-07-08 13:04:00,37.784553,-122.411963,"37.7851996, -122.4106265",coord_decimal,37.7851996,-122.4106265,137.7,37.784553,-122.411963,1.0,Male,54.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,6,8,7,2,9,12,4,10,5,11,3,1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Rent increase,,,,
77,R_oD0kuJc8bwTOcn3,2025-07-08 13:04:26,37.784703,-122.412005,"37.8087300, -122.3638827",coord_decimal,37.80873,-122.3638827,5001.6,37.784703,-122.412005,0.0,Male,69.0,White,,,,,,,3,7,9,8,6,5,4,12,1,11,10,2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Tragedy in family
78,R_aziFdcpbN4TlNFg,2025-07-08 13:04:27,37.784727,-122.412023,"37.7875530, -122.4132420",coord_decimal,37.787553,-122.413242,332.0,37.784727,-122.412023,1.0,Male,35.0,,,Black,,,,,9,6,3,1,7,5,4,8,10,12,11,2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
79,R_8gRbJRQhwPwFg2L,2025-07-08 13:04:28,37.784772,-122.412025,"37.7849982, -122.4111794",coord_decimal,37.7849982,-122.4111794,78.5,37.784772,-122.412025,1.0,Male,54.0,,Hispanic,,,,,,2,4,9,1,6,7,10,5,8,12,11,3,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
80,R_ea8ihVqTNdeotNK,2025-07-08 13:04:29,37.784717,-122.412004,"37.7849982, -122.4111794",coord_decimal,37.7849982,-122.4111794,78.9,37.784717,-122.412004,1.0,Male,51.0,White,,,,,,No Shelter/Outside,5,6,10,4,8,7,2,9,1,12,11,3,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
81,R_7CBZe64kdN8Oyeq,2025-07-08 13:27:54,37.784732,-122.412016,"37.7849982, -122.4111794",coord_decimal,37.7849982,-122.4111794,79.3,37.784732,-122.412016,1.0,Male,68.0,White,,,,,,,2,6,4,1,10,8,9,7,3,12,11,5,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,Other (Specify),Closed down hotel
82,R_fvFGYjpCmsTYd9f,2025-07-08 13:36:01,37.784696,-122.412007,"37.7851996, -122.4106265",coord_decimal,37.7851996,-122.4106265,133.6,37.784696,-122.412007,1.0,Male,52.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,9,4,11,2,1,8,7,12,5,6,10,3,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Pet policy
83,R_lFq1VtsMN18slFJ,2025-07-08 13:46:25,37.784721,-122.412022,"37.6421761, -122.3911768",coord_decimal,37.6421761,-122.3911768,15956.0,37.784721,-122.412022,0.0,Male,44.0,,,Black,,,No Shelter/Outside,,2,3,8,10,7,9,11,6,1,12,5,4,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,Other (Specify),Needed room
84,R_dYBZMNKfPhy6jFT,2025-07-08 14:02:00,37.784719,-122.412025,"37.7851996, -122.4106265",coord_decimal,37.7851996,-122.4106265,134.0,37.784719,-122.412025,1.0,Male,54.0,White,,,,,No Shelter/Outside,No Shelter/Outside,6,7,10,9,11,5,8,12,4,2,1,3,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,,,Divorce/breakup,,,,,,
85,R_2x2ofjW7bfn6rNh,2025-07-08 14:08:00,37.784695,-122.411999,"37.7873739, -122.4133107",coord_decimal,37.7873739,-122.4133107,319.4,37.784695,-122.411999,1.0,Male,60.0,,,,,,No Shelter/Outside,,10,4,3,1,5,6,12,7,9,8,11,2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Shelter and street for 30 years
86,R_dF5k89QvmnN0Ogd,2025-07-08 14:42:41,37.784772,-122.412021,"37.7841283, -122.4178115",coord_decimal,37.7841283,-122.4178115,513.9,37.784772,-122.412021,1.0,Female,54.0,White,,,,,,,3,7,5,2,6,9,1,10,8,12,11,4,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Moved to takecare of family
