new_id,Response_ID,Recorded_Date,best_lat,best_lon,input_category,distance_m,sweep,gender,age,race_White,race_Hispanic,race_Black,last_30_noshelter,_3year_noshelter,sweeps_100m,closures_100m,sweeps_200m,closures_200m,shelter_aversion_score,top_shelter_attribute,Rank___Level_of_privacy,Rank___Length_allowed_to_stay,Rank___Security_Guards,Rank___Case_Management,Rank___Close_to_transit,Rank___Proximity_to_where_you_st,Rank___Substance_Use_Policy,Rank___Participation_in_rule_mak,Rank___Curfew_Policy,Rank___Pet_Policy,Rank___Partners_Policy,Rank___How_Clean_it_is,Preferred_B1Q1,Preferred_B1Q2,Preferred_B1Q3,Preferred_B1Q4,Preferred_B2Q1,Preferred_B2Q2,Preferred_B2Q3,Preferred_B2Q4,Preferred_B3Q1,Preferred_B3Q2,Preferred_B3Q3,Preferred_B3Q4,Outside_Option_B1Q1,Outside_Option_B1Q2,Outside_Option_B1Q3,Outside_Option_B1Q4,Outside_Option_B2Q1,Outside_Option_B2Q2,Outside_Option_B2Q3,Outside_Option_B2Q4,Outside_Option_B3Q1,Outside_Option_B3Q2,Outside_Option_B3Q3,Outside_Option_B3Q4,trigger___Selected_Choice_Family,trigger___Selected_Choice_Chose_,trigger___Selected_Choice_Divorc,trigger___Selected_Choice_Could_,trigger___Selected_Choice_Rent_i,trigger___Selected_Choice_Evicti,trigger___Selected_Choice_Releas,trigger___Selected_Choice_Other_,trigger___Other__Specify____Text
41,R_bR27Es4uAMHEtTR,2025-07-06 18:02:21,37.822343,-122.291418,coord_decimal,371.0,1.0,Male,46.0,,,Black,,,11,11,29,27,0.75,Curfew Policy,3.0,8.0,9.0,2.0,10.0,12.0,6.0,7.0,1.0,5.0,11.0,4.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,,,,,,
42,R_4lafzLlbYvBYIQb,2025-07-06 18:02:22,37.822207,-122.291287,coord_decimal,353.9,1.0,Female,43.0,,,Black,,,11,11,29,27,0.3333333333333333,Level of privacy,1.0,12.0,4.0,9.0,7.0,11.0,8.0,10.0,2.0,5.0,6.0,3.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,,,,,,,Other (Specify), Na
43,R_9FpoBaz6f7vxV5r,2025-07-06 18:02:23,37.8190798,-122.2905353,coord_decimal,,0.0,Male,44.0,,,Black,,,0,0,13,9,0.5,Level of privacy,1.0,6.0,7.0,4.0,9.0,12.0,8.0,5.0,2.0,11.0,10.0,3.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,,,,,,Eviction,,,
44,R_gwjjwvyQCyuNs8M,2025-07-06 18:09:15,37.821732,-122.291232,missing,,1.0,Female,28.0,,,Black,,,27,25,31,29,0.75,How Clean it is,10.0,6.0,8.0,5.0,7.0,3.0,11.0,9.0,12.0,4.0,2.0,1.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",Chose to leave due to issues with family/friend/roommate,,,,,,,
45,R_ePSmoR2bnYGkpNo,2025-07-06 18:09:17,37.821218,-122.291777,coord_decimal,63.7,1.0,Male,67.0,White,Hispanic,,,,18,16,32,30,0.08333333333333333,How Clean it is,3.0,7.0,2.0,4.0,6.0,11.0,5.0,8.0,12.0,9.0,10.0,1.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,,Other (Specify),"He worked as a property maintenance guy in American Canyon. He was replaced by a bay alarm, acording to him."
46,R_6Dsj5mO9vyIUTxX,2025-07-06 18:09:53,37.822157,-122.291222,missing,,1.0,Female,54.0,White,,,,,11,11,31,29,0.75,Level of privacy,1.0,7.0,12.0,5.0,9.0,6.0,2.0,10.0,11.0,4.0,8.0,3.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,,,Divorce/breakup,Could not pay rent,Rent increase,Eviction,Released from jail/prison,,
47,R_ebyRWglgwlQt3iu,2025-07-06 18:09:54,37.821895,-122.291767,coord_decimal,69.6,1.0,Male,37.0,,,Black,,,6,6,29,27,0.4166666666666667,Level of privacy,1.0,5.0,4.0,12.0,2.0,10.0,7.0,9.0,11.0,8.0,6.0,3.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,,,,,,Eviction,,,
48,R_mTP758rQCL5uB9b,2025-07-06 18:09:55,37.821887,-122.291395,coord_decimal,111.1,0.0,Male,45.0,,,Black,No Shelter/Outside,,11,11,29,27,0.5833333333333334,How Clean it is,12.0,10.0,3.0,8.0,5.0,7.0,6.0,4.0,9.0,11.0,2.0,1.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,,,,Could not pay rent,,,,,
49,R_02RHSxEVJ1gglmP,2025-07-06 18:09:56,37.825945,-122.29121,coord_decimal,1045.9,0.0,Female,25.0,,Hispanic,,,,0,0,1,1,1.0,Substance Use Policy,10.0,6.0,7.0,3.0,12.0,11.0,1.0,5.0,2.0,4.0,9.0,8.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
50,R_oVQmNjADAVPVvGX,2025-07-06 18:09:57,37.821782,-122.291803,coord_decimal,609.4,1.0,Female,36.0,White,,,,,18,16,29,27,0.16666666666666666,Partners Policy,4.0,7.0,10.0,3.0,9.0,2.0,12.0,11.0,6.0,5.0,1.0,8.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,No,Yes,No,No,No,No,No,No,No,No,No,,,,Could not pay rent,,,,,
51,R_oxaN4Vgl267iUim,2025-07-06 18:15:19,37.821687,-122.291193,coord_decimal,200136.8,1.0,Non-Binary/Other,22.0,,,,,No Shelter/Outside,27,25,34,32,1.0,Length allowed to stay,8.0,1.0,10.0,2.0,12.0,11.0,5.0,4.0,6.0,9.0,7.0,3.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,Divorce/breakup,,,,Released from jail/prison,,
52,R_fg6h5u2xE3MnfUY,2025-07-06 18:15:20,38.4247839,-120.1354571,coord_decimal,,1.0,Male,42.0,,,Black,,,0,0,0,0,0.9166666666666666,Case Management,11.0,9.0,5.0,1.0,2.0,8.0,4.0,7.0,12.0,6.0,3.0,10.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
53,R_cutmweI9Xmv6Ni9,2025-07-06 18:15:21,37.821733,-122.29178,coord_decimal,200183.4,0.0,Transgender Woman,30.0,White,,,,,18,16,29,27,0.08333333333333333,Participation in rule mak,6.0,8.0,5.0,7.0,9.0,4.0,10.0,1.0,11.0,3.0,12.0,2.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Abuse
54,R_8VsCkuHQGfNfyAA,2025-07-06 18:15:22,,,missing,,1.0,Male,55.0,White,,,,,0,0,0,0,0.08333333333333333,Proximity to where you st,11.0,2.0,5.0,8.0,6.0,1.0,10.0,4.0,3.0,9.0,12.0,7.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,Could not pay rent,,,,,
55,R_mzNvrZMLbpI6MqO,2025-07-06 18:15:23,37.821688,-122.291228,coord_decimal,117.6,0.0,Female,54.0,White,,,,No Shelter/Outside,27,25,34,32,0.3333333333333333,Level of privacy,1.0,6.0,5.0,4.0,11.0,12.0,8.0,7.0,10.0,2.0,9.0,3.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,,,,,,,,Other (Specify),Husband died
56,R_aXT29iPCNFa5PrC,2025-07-06 18:19:16,37.821688,-122.291178,area_vague,,0.0,Female,44.0,White,,,No Shelter/Outside,No Shelter/Outside,27,25,34,32,0.3333333333333333,Proximity to where you st,11.0,4.0,12.0,7.0,10.0,1.0,9.0,6.0,3.0,5.0,8.0,2.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,,,,,,,,Other (Specify),DEATH IN FAMILY
57,R_1nEs7GoPnSFvdDZ,2025-07-06 18:19:17,37.821705,-122.291777,missing,,1.0,Female,44.0,White,,,No Shelter/Outside,,18,16,32,30,1.0,How Clean it is,5.0,11.0,6.0,4.0,9.0,8.0,7.0,3.0,10.0,2.0,12.0,1.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,Could not pay rent,,,,Other (Specify),Abuse
58,R_0OEch7DfuuOG3Lu,2025-07-07 11:45:12,37.931958,-122.359748,missing,,1.0,Male,39.0,,,Black,,,0,0,0,0,0.9166666666666666,Close to transit,7.0,8.0,6.0,2.0,1.0,10.0,12.0,5.0,4.0,11.0,9.0,3.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
59,R_ic7pc9aXJJHRxpP,2025-07-07 13:25:58,37.934668,-122.360645,address,20988.8,0.0,Male,62.0,,,Black,,,0,0,0,0,1.0,Close to transit,9.0,7.0,4.0,5.0,1.0,10.0,6.0,3.0,11.0,12.0,8.0,2.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),All
60,R_6I0wUHCuCXm2USs,2025-07-07 13:26:00,37.936367,-122.365363,address,25891.1,0.0,Female,60.0,,,Black,,,0,0,0,0,0.16666666666666666,,,,,,,,,,,,,,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,No,No,No,No,No,No,No,No,No,No,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
61,R_4dVb51SX1Z9AfSI,2025-07-07 13:40:54,37.931963,-122.359712,address,720.0,1.0,Male,26.0,,,Black,,,0,0,0,0,0.9166666666666666,Level of privacy,1.0,11.0,10.0,4.0,3.0,2.0,5.0,12.0,6.0,9.0,8.0,7.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Released from jail/prison,,
62,R_5HdcZjVKARVRMDm,2025-07-07 13:59:10,37.931982,-122.359822,missing,,1.0,Female,,,Hispanic,,,,0,0,0,0,1.0,Participation in rule mak,11.0,12.0,9.0,4.0,2.0,7.0,6.0,1.0,8.0,10.0,3.0,5.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Chose to leave due to issues with family/friend/roommate,,,,,,,
63,R_mZ7lqrqTQapvPjg,2025-07-07 16:42:35,37.780928,-122.409002,coord_decimal,28.9,0.0,Female,68.0,,,Black,,No Shelter/Outside,0,0,0,0,0.75,Security Guards,4.0,5.0,1.0,3.0,10.0,8.0,6.0,9.0,11.0,7.0,12.0,2.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,Other (Specify),Peoplecoming in room
64,R_d1RqCrh8kbpdzyV,2025-07-07 16:42:36,37.780945,-122.408912,coord_decimal,21.3,0.0,Female,43.0,White,,,,,0,0,0,0,0.75,Partners Policy,2.0,8.0,11.0,10.0,12.0,5.0,6.0,3.0,7.0,9.0,1.0,4.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,,,,,,Eviction,,Other (Specify),Raided for sellingdrugs
65,R_4LFyn6E7n7rJnTr,2025-07-07 16:42:36,37.780948,-122.408957,coord_decimal,25.3,0.0,Male,73.0,,,Black,,,0,0,0,0,1.0,Security Guards,3.0,9.0,1.0,4.0,7.0,8.0,10.0,6.0,5.0,12.0,11.0,2.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,,
66,R_dVp7CI0AU0zrKmB,2025-07-07 16:42:37,37.780968,-122.408858,coord_decimal,17.6,0.0,Male,28.0,White,,,,,0,0,0,0,0.4166666666666667,How Clean it is,2.0,3.0,11.0,4.0,7.0,9.0,12.0,6.0,5.0,8.0,10.0,1.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,,Chose to leave due to issues with family/friend/roommate,,,,,,,
67,R_gegokSTCe5KGFr8,2025-07-07 16:42:38,37.780972,-122.40888,coord_decimal,19.6,0.0,Male,76.0,,,Black,,,0,0,0,0,1.0,Security Guards,7.0,4.0,1.0,2.0,5.0,6.0,8.0,10.0,9.0,11.0,12.0,3.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,,
68,R_8RQ0ZvzmkPJyOVy,2025-07-07 16:42:39,37.780947,-122.408902,coord_decimal,1046.1,1.0,Female,49.0,,,Black,No Shelter/Outside,,0,0,0,0,1.0,Level of privacy,1.0,7.0,5.0,2.0,9.0,6.0,12.0,3.0,8.0,11.0,10.0,4.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Forced to leave by landlord illegally
69,R_5iLvYciosxppCnS,2025-07-07 16:42:41,37.780973,-122.409002,coord_decimal,44.2,1.0,Male,64.0,,Hispanic,,,,0,0,0,0,1.0,Security Guards,2.0,7.0,1.0,3.0,6.0,5.0,9.0,4.0,10.0,12.0,11.0,8.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Rent increase,,,,
70,R_cPmdsIzcqMC2bPi,2025-07-07 16:42:41,37.781197,-122.40856,coord_decimal,27.5,1.0,Female,62.0,,,Black,,,0,0,0,0,0.5833333333333334,Level of privacy,1.0,6.0,3.0,4.0,9.0,12.0,5.0,11.0,10.0,7.0,8.0,2.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Towed RV
71,R_9pYnENEaYDmEeuJ,2025-07-07 16:42:42,37.78081,-122.408737,coord_decimal,26.3,0.0,Male,35.0,,,Black,,,0,0,0,0,0.5,Case Management,5.0,3.0,10.0,1.0,8.0,7.0,2.0,6.0,9.0,12.0,11.0,4.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
72,R_azZKq4WRBoc2r6u,2025-07-07 16:42:43,37.780902,-122.408833,coord_decimal,29.8,1.0,Male,33.0,,,Black,,,0,0,0,0,0.5833333333333334,Level of privacy,1.0,4.0,3.0,9.0,6.0,11.0,10.0,8.0,5.0,12.0,7.0,2.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,Divorce/breakup,,,,,,
73,R_0zHX1HImaXRUizT,2025-07-07 16:42:44,37.7809,-122.408942,coord_decimal,39.3,1.0,Male,29.0,,,Black,No Shelter/Outside,,0,0,0,0,0.75,How Clean it is,8.0,10.0,3.0,2.0,5.0,11.0,9.0,6.0,4.0,12.0,7.0,1.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,Other (Specify),Evicted for asking questions about broken elevatorand rodents
74,R_lN8dejr1EoyLIr1,2025-07-07 16:42:44,37.780882,-122.408927,coord_decimal,38.4,1.0,Male,38.0,,Hispanic,Black,,,0,0,0,0,1.0,Length allowed to stay,9.0,1.0,4.0,8.0,7.0,12.0,5.0,3.0,6.0,11.0,10.0,2.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Released from jail/prison,,
75,R_a5USRj7YTTKskzc,2025-07-08 12:25:00,37.784708,-122.412003,coord_decimal,132.7,0.0,Male,54.0,,,Black,,No Shelter/Outside,0,0,0,0,1.0,How Clean it is,12.0,2.0,8.0,4.0,3.0,10.0,5.0,6.0,7.0,11.0,9.0,1.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,,,,,,
76,R_bnF9pTXqyJbhcTB,2025-07-08 13:04:00,37.784553,-122.411963,coord_decimal,137.7,1.0,Male,54.0,,,Black,No Shelter/Outside,No Shelter/Outside,0,0,0,0,1.0,How Clean it is,6.0,8.0,7.0,2.0,9.0,12.0,4.0,10.0,5.0,11.0,3.0,1.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Rent increase,,,,
77,R_oD0kuJc8bwTOcn3,2025-07-08 13:04:26,37.784703,-122.412005,coord_decimal,5001.6,0.0,Male,69.0,White,,,,,0,0,0,0,0.4166666666666667,Curfew Policy,3.0,7.0,9.0,8.0,6.0,5.0,4.0,12.0,1.0,11.0,10.0,2.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Tragedy in family
78,R_aziFdcpbN4TlNFg,2025-07-08 13:04:27,37.784727,-122.412023,coord_decimal,332.0,1.0,Male,35.0,,,Black,,,0,0,0,0,1.0,Case Management,9.0,6.0,3.0,1.0,7.0,5.0,4.0,8.0,10.0,12.0,11.0,2.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
79,R_8gRbJRQhwPwFg2L,2025-07-08 13:04:28,37.784772,-122.412025,coord_decimal,78.5,1.0,Male,54.0,,Hispanic,,,,0,0,0,0,1.0,Case Management,2.0,4.0,9.0,1.0,6.0,7.0,10.0,5.0,8.0,12.0,11.0,3.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
80,R_ea8ihVqTNdeotNK,2025-07-08 13:04:29,37.784717,-122.412004,coord_decimal,78.9,1.0,Male,51.0,White,,,,No Shelter/Outside,0,0,0,0,1.0,Curfew Policy,5.0,6.0,10.0,4.0,8.0,7.0,2.0,9.0,1.0,12.0,11.0,3.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
81,R_7CBZe64kdN8Oyeq,2025-07-08 13:27:54,37.784732,-122.412016,coord_decimal,79.3,1.0,Male,68.0,White,,,,,0,0,0,0,1.0,Case Management,2.0,6.0,4.0,1.0,10.0,8.0,9.0,7.0,3.0,12.0,11.0,5.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,,Other (Specify),Closed down hotel
82,R_fvFGYjpCmsTYd9f,2025-07-08 13:36:01,37.784696,-122.412007,coord_decimal,133.6,1.0,Male,52.0,,,Black,No Shelter/Outside,No Shelter/Outside,0,0,0,0,1.0,Close to transit,9.0,4.0,11.0,2.0,1.0,8.0,7.0,12.0,5.0,6.0,10.0,3.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Pet policy
83,R_lFq1VtsMN18slFJ,2025-07-08 13:46:25,37.784721,-122.412022,coord_decimal,15956.0,0.0,Male,44.0,,,Black,No Shelter/Outside,,0,0,0,0,1.0,Curfew Policy,2.0,3.0,8.0,10.0,7.0,9.0,11.0,6.0,1.0,12.0,5.0,4.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,Other (Specify),Needed room
