location_raw,district,sensitivity_zone,OPERATION START DATE,OPERATION END DATE,start_date,end_date,duration_days,year,month,year_month,policy_era,intervention_primary,intervention_secondary,is_mixed_intervention,not_executed,is_self_closure,with_outreach,spatial_notes,location_type,location_for_geocoding,latitude,longitude,geocode_source,intervention_raw
Frazier Ave between Fisher Ave and Foothill Blvd,D7,High,"October 13, 2025","October 17, 2025",2025-10-13,2025-10-17,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"Frazier Avenue between Fisher Avenue and Foothill Boulevard, Oakland, CA",,,,Closure
Fisher Ave between MacArthur Blvd and Frazier Ave,D7,High,"October 13, 2025","October 17, 2025",2025-10-13,2025-10-17,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"Fisher Avenue between MacArthur Boulevard and Frazier Avenue, Oakland, CA",,,,Closure
Fisher Ave between Frazier Ave and Talbot Ave,D7,High,"October 13, 2025","October 17, 2025",2025-10-13,2025-10-17,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"Fisher Avenue between Frazier Avenue and Talbot Avenue, Oakland, CA",,,,Closure
MacArthur Blvd between Foothill Blvd & Fisher Ave,D7,High,"October 13, 2025","October 17, 2025",2025-10-13,2025-10-17,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"MacArthur Boulevard between Foothill Boulevard & Fisher Avenue, Oakland, CA",,,,Closure
MacArthur Blvd between Fisher Ave & Talbot Ave,D7,High,"October 13, 2025","October 17, 2025",2025-10-13,2025-10-17,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"MacArthur Boulevard between Fisher Avenue & Talbot Avenue, Oakland, CA",,,,Closure
MacArthur Blvd between Talbot Ave and 106th Ave,D7,High,"October 13, 2025","October 17, 2025",2025-10-13,2025-10-17,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"MacArthur Boulevard between Talbot Avenue and 106th Avenue, Oakland, CA",,,,Closure
10451 MacArthur Blvd.,D7,High,"October 13, 2025","October 17, 2025",2025-10-13,2025-10-17,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,address,"10451 MacArthur Boulevard, Oakland, CA",,,,Closure
85th Ave between Railroad Ave and Edes Ave,D7,High,"October 13, 2025","October 17, 2025",2025-10-13,2025-10-17,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"85th Avenue between Railroad Avenue and Edes Avenue, Oakland, CA",,,,Closure
Railroad Ave between 85th Ave and Louisana St,D7,High,"October 13, 2025","October 17, 2025",2025-10-13,2025-10-17,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"Railroad Avenue between 85th Avenue and Louisana Street, Oakland, CA",,,,Closure
Railroad Ave between Louisana St and Clara St,D7,High,"October 13, 2025","October 17, 2025",2025-10-13,2025-10-17,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"Railroad Avenue between Louisana Street and Clara Street, Oakland, CA",,,,Closure
Railroad Ave between Clara St and S Elmurst Ave,D7,High,"October 13, 2025","October 17, 2025",2025-10-13,2025-10-17,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"Railroad Avenue between Clara Street and South Elmurst Avenue, Oakland, CA",,,,Closure
Railroad Ave between S Elmurst Ave and Tyler St,D7,High,"October 13, 2025","October 17, 2025",2025-10-13,2025-10-17,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"Railroad Avenue between South Elmurst Avenue and Tyler Street, Oakland, CA",,,,Closure
Railroad Ave between Tyler St and Nevada St,D7,High,"October 13, 2025","October 17, 2025",2025-10-13,2025-10-17,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"Railroad Avenue between Tyler Street and Nevada Street, Oakland, CA",,,,Closure
Railroad Ave between Nevada St and 98th Ave,D7,High,"October 13, 2025","October 17, 2025",2025-10-13,2025-10-17,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"Railroad Avenue between Nevada Street and 98th Avenue, Oakland, CA",,,,Closure
5th Ave between Embarcadero & E 8th St,D2,High,"October 06, 2025","October 10, 2025",2025-10-06,2025-10-10,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"5th Avenue between Embarcadero & E 8th Street, Oakland, CA",,,,Closure
Union Point Park,D5,High,"October 06, 2025","October 10, 2025",2025-10-06,2025-10-10,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,named_place,"Union Point Park, Oakland, CA",37.7742,-122.2316,known_place_lookup,Closure
Bay Trail (b/t Alameda Ave and High St),D5,High,"October 06, 2025","October 10, 2025",2025-10-06,2025-10-10,4,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bay Trail (b, Oakland, CA",,,,Closure
Bancroft Blvd between 67th Ave and 68th Ave,D6,High,"October 01, 2025","October 03, 2025",2025-10-01,2025-10-03,2,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bancroft Boulevard between 67th Avenue and 68th Avenue, Oakland, CA",,,,Closure
Foothill Blvd between 67th Avenue and 68th Avenue,D6,High,"October 01, 2025","October 03, 2025",2025-10-01,2025-10-03,2,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"Foothill Boulevard between 67th Avenue and 68th Avenue, Oakland, CA",,,,Closure
68th Ave between Foothill Blvd and Bancroft Ave,D6,High,"October 01, 2025","October 03, 2025",2025-10-01,2025-10-03,2,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"68th Avenue between Foothill Boulevard and Bancroft Avenue, Oakland, CA",,,,Closure
67th Ave between Foothill Blvd and Bancroft Ave,D6,High,"October 01, 2025","October 03, 2025",2025-10-01,2025-10-03,2,2025,10,2025-10,post_newsom_order,Closure,,False,False,False,False,,intersection,"67th Avenue between Foothill Boulevard and Bancroft Avenue, Oakland, CA",,,,Closure
Wood St between 32nd St and 34th St,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Wood Street between 32nd Street and 34th Street, Oakland, CA",,,,Closure
Harrison St and Grand Ave,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Harrison Street and Grand Avenue, Oakland, CA",,,,Closure
Downtown Oakland Senior Center,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,named_place,Downtown Oakland Senior Center,,,,Closure
San Leandro St between 42nd Ave and High St,D5,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Leandro Street between 42nd Avenue and High Street, Oakland, CA",,,,Closure
San Leandro St between 41st Ave & 42nd Ave,D5,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Leandro Street between 41st Avenue & 42nd Avenue, Oakland, CA",,,,Closure
San Leandro St between 40th Ave & 41st Ave,D5,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Leandro Street between 40th Avenue & 41st Avenue, Oakland, CA",,,,Closure
45th Ave between Foothill Blvd and Bond St,D5,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"45th Avenue between Foothill Boulevard and Bond Street, Oakland, CA",,,,Closure
45th Avenue between Bancroft Avenue and Bond Street,D5,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"45th Avenue between Bancroft Avenue and Bond Street, Oakland, CA",,,,Closure
Bond St between High St and 42nd Avenue,D5,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bond Street between High Street and 42nd Avenue, Oakland, CA",,,,Closure
Bond St between High St and 45th Ave,D5,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bond Street between High Street and 45th Avenue, Oakland, CA",,,,Closure
Bond St between 45th Ave and 46th Ave,D5,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bond Street between 45th Avenue and 46th Avenue, Oakland, CA",,,,Closure
Foothill blvd between 45th and 46th Ave,D5,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Foothill blvd between 45th and 46th Avenue, Oakland, CA",,,,Closure
Northgate Ave between 24th St & 25th St,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Northgate Avenue between 24th Street & 25th Street, Oakland, CA",,,,Closure
46th Ave between Bancroft Ave and Bond St,D5,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"46th Avenue between Bancroft Avenue and Bond Street, Oakland, CA",,,,Closure
46th Ave between Bond St and Foothill Blvd,D5,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"46th Avenue between Bond Street and Foothill Boulevard, Oakland, CA",,,,Closure
Northgate Ave between 25th St & Sycamore St,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Northgate Avenue between 25th Street & Sycamore Street, Oakland, CA",,,,Closure
Northgate Ave between Sycamore St & 27th St,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Northgate Avenue between Sycamore Street & 27th Street, Oakland, CA",,,,Closure
Beach St/Wood St between 34th St and Halleck St,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,named_place,"Beach Street, Oakland, CA",,,,Closure
Wood St between W Grand Ave and 24th St,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Wood Street between West Grand Avenue and 24th Street, Oakland, CA",,,,Closure
Wood St between 24th St and 26th St,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Wood Street between 24th Street and 26th Street, Oakland, CA",,,,Closure
Wood St between 26th St and 32nd St,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Wood Street between 26th Street and 32nd Street, Oakland, CA",,,,Closure
27th St between Northgate Ave and Telegraph Ave,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"27th Street between Northgate Avenue and Telegraph Avenue, Oakland, CA",,,,Closure
24th St between Northgate Ave and Telegraph Ave,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"24th Street between Northgate Avenue and Telegraph Avenue, Oakland, CA",,,,Closure
25th st between Northgate Ave and Telegraph Ave,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"25th st between Northgate Avenue and Telegraph Avenue, Oakland, CA",,,,Closure
Sycamore between Northgate Ave and Telegraph Ave,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Sycamore between Northgate Avenue and Telegraph Avenue, Oakland, CA",,,,Closure
W Grand Ave between San Pablo Ave & MLK,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between San Pablo Avenue & Martin Luther King Jr Boulevard, Oakland, CA",,,,Closure
W Grand Ave between MLK to Northgate,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between Martin Luther King Jr Boulevard to Northgate, Oakland, CA",,,,Closure
W Grand Ave between Northgate Ave and Telegraph Ave,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between Northgate Avenue and Telegraph Avenue, Oakland, CA",,,,Closure
Sycamore between Northgate and MLK,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Sycamore between Northgate and Martin Luther King Jr Boulevard, Oakland, CA",,,,Closure
San Pablo Ave between W Grand Ave & MLK,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Pablo Avenue between West Grand Avenue & Martin Luther King Jr Boulevard, Oakland, CA",,,,Closure
23rd St. between MLK and San Pablo,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"23rd Street. between Martin Luther King Jr Boulevard and San Pablo, Oakland, CA",,,,Closure
23rd St between Northgate Ave and Telegraph Ave,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"23rd Street between Northgate Avenue and Telegraph Avenue, Oakland, CA",,,,Closure
23rd St between MLK to Northgate,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"23rd Street between Martin Luther King Jr Boulevard to Northgate, Oakland, CA",,,,Closure
27th St between MLK Jr Way and Northgate Ave,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"27th Street between Martin Luther King Jr Boulevard Jr Way and Northgate Avenue, Oakland, CA",,,,Closure
MLk between W Grand Ave & 23rd,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between West Grand Avenue & 23rd, Oakland, CA",,,,Closure
MLK between 23rd & 24th,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between 23rd & 24th, Oakland, CA",,,,Closure
MLK between 24th & 25th,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between 24th & 25th, Oakland, CA",,,,Closure
MLK between 25th St & Sycamore St,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between 25th Street & Sycamore Street, Oakland, CA",,,,Closure
MLK between Sycamore St & 26th St,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between Sycamore Street & 26th Street, Oakland, CA",,,,Closure
MLK between 26th St & 27th St,D3,High,"September 29, 2025","October 03, 2025",2025-09-29,2025-10-03,4,2025,9,2025-09,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard between 26th Street & 27th Street, Oakland, CA",,,,Closure
