location_raw,location_type,location_for_geocoding,latitude,longitude,geocode_source,geocode_notes
High St  Safe Parking along Alameda Ave,named_place,"High Street Safe Parking along Alameda Avenue, Oakland, CA",,,nominatim_no_result,nominatim_no_result
City Lot - 11th St between Clay & Broadway,named_place,"City Lot - 11th Street between Clay & Broadway, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Median at 96th & International,named_place,"Median at 96th & International Boulevard, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Pine Knoll Park,named_place,"Pine Knoll Park, Oakland, CA",37.8019296,-122.2539806,nominatim,
City Lot at 1707 Wood St,named_place,"City Lot at 1707 Wood Street, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Athol Plaza Park,named_place,"Athol Plaza Park, Oakland, CA",37.7999158,-122.2545093,nominatim,
34th & Elm,named_place,"34th & Elm, Oakland, CA",37.8219688,-122.265266,nominatim,
2nd & Jefferson (cul de sac),named_place,"2nd & Jefferson (cul de sac), Oakland, CA",,,nominatim_no_result,nominatim_no_result
Frog Park the pathway between Clifton and Cavour,named_place,"Frog Park the pathway between Clifton and Cavour, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Median at 2300 Brush St,named_place,"Median at 2300 Brush Street, Oakland, CA",,,nominatim_no_result,nominatim_no_result
42nd & Dover,named_place,"42nd & Dover, Oakland, CA",37.8405659,-122.2673177,nominatim,
Median at 73rd Ave & Hawley St,named_place,"Median at 73rd Avenue & Hawley Street, Oakland, CA",,,nominatim_no_result,nominatim_no_result
E. 12th Median : 14th Ave to 19th Ave,named_place,"East 12th Median, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Center St between 13th St and 14th St,named_place,"Center Street between 13th Street and 14th Street, Oakland, CA",,,nominatim_no_result,nominatim_no_result
9th & Pine St,named_place,"9th & Pine Street, Oakland, CA",37.8095792,-122.3026117,nominatim,
88th Ave Mini Park,named_place,"88th Avenue Mini Park, Oakland, CA",37.7532379,-122.1712111,nominatim,
Vallejo & Stanford,named_place,"Vallejo & Stanford, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Adeline St & 3rd St,named_place,"Adeline Street & 3rd Street, Oakland, CA",,,nominatim_no_result,nominatim_no_result
84th Avenue & International,named_place,"84th Avenue & International Boulevard, Oakland, CA",,,nominatim_no_result,nominatim_no_result
36th Ave & Foothill - Vacant Lot,named_place,"36th Avenue & Foothill - Vacant Lot, Oakland, CA",,,nominatim_no_result,nominatim_no_result
36th & MLK,named_place,"36th & Martin Luther King Jr Boulevard, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Cul-de-sac at 75th Ave & Bancroft Ave,named_place,"Cul-de-sac at 75th Avenue & Bancroft Avenue, Oakland, CA",,,nominatim_no_result,nominatim_no_result
E. 12th Median : 14th Ave to 18th Ave,named_place,"East 12th Median, Oakland, CA",,,nominatim_no_result,nominatim_no_result
E 11th St & 23rd Ave,named_place,"E 11th Street & 23rd Avenue, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Mandela Parkway and West Grand Ave Median (Memorial Park),named_place,"Mandela Parkway and West Grand Avenue Median (Memorial Park), Oakland, CA",,,nominatim_no_result,nominatim_no_result
City Lot at E 12th St & 23rd Ave,named_place,"City Lot at E 12th Street & 23rd Avenue, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Beach St between 34th St and Shellmound St: 3400 Beach St/ 3502 Beach St (Fencing line),named_place,"Beach Street between 34th Street and Shellmound Street, Oakland, CA",,,nominatim_no_result,nominatim_no_result
13th St between Center and Mandela Pkwy,named_place,"13th Street between Center and Mandela Parkway, Oakland, CA",,,nominatim_no_result,nominatim_no_result
38th ave Cul De Sac,named_place,"38th ave Cul De Sac, Oakland, CA",,,nominatim_no_result,nominatim_no_result
1000 Calcot Place (Homeless camp is on 23rd Ave near on-ramp near large blue building),named_place,"1000 Calcot Place (Homeless camp is on 23rd Avenue near on-ramp near large blue building), Oakland, CA",,,nominatim_no_result,nominatim_no_result
Cul de sac at 1091 Calcot Pl,named_place,"Cul de sac at 1091 Calcot Place, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Cul de sac at Collins Drive & Hegenberger Rd,named_place,"Cul de sac at Collins Drive & Hegenberger Road, Oakland, CA",,,nominatim_no_result,nominatim_no_result
10th St & East Dr,named_place,"10th Street & East Drive, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Independent Loop,named_place,"Independent Loop, Oakland, CA",,,nominatim_no_result,nominatim_no_result
E 12th Median: 14th Ave - 18th Ave,named_place,"E 12th Median, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Bancroft Ave & Ritchie St: 2507 Ritchie Street,named_place,"Bancroft Avenue & Ritchie Street, Oakland, CA",37.7621451,-122.172893,nominatim,
14th St between Center St & Mandela Parkway,named_place,"14th Street between Center Street & Mandela Parkway, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Beach St/Wood St between 34th St and Halleck St,named_place,"Beach Street, Oakland, CA",37.8280986,-122.2909118,nominatim,
East 8th Cul De Sac,named_place,"East 8th Cul De Sac, Oakland, CA",,,nominatim_no_result,nominatim_no_result
City Lot at Alameda - 3801 E 8th St,named_place,"City Lot at Alameda - 3801 E 8th Street, Oakland, CA",,,nominatim_no_result,nominatim_no_result
E Street & 100th Avenue,named_place,"East Street & 100th Avenue, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Grand Ave between MacArthur and Lake Park Ave,named_place,"Grand Avenue between MacArthur and Lake Park Avenue, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Lakeshore Ave between MacArthurd Ave and Lake Park Ave,named_place,"Lakeshore Avenue between MacArthurd Avenue and Lake Park Avenue, Oakland, CA",,,nominatim_no_result,nominatim_no_result
East 12th & 2nd Avenue,named_place,"East 12th & 2nd Avenue, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Lake Park Parking Lot,named_place,"Lake Park Parking Lot, Oakland, CA",,,nominatim_no_result,nominatim_no_result
South Prescott Park and Dog Park,named_place,"South Prescott Park and Dog Park, Oakland, CA",,,nominatim_no_result,nominatim_no_result
E 12th Remainder Parcel: Adjacent to LML,named_place,"E 12th Remainder Parcel, Oakland, CA",,,nominatim_no_result,nominatim_no_result
3rd St between Center St and Chester St,named_place,"3rd Street between Center Street and Chester Street, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Oak Glenn Park: 3339 Richmond Blvd,named_place,"Oak Glenn Park, Oakland, CA",,,nominatim_no_result,nominatim_no_result
12th Street Estuary/Rear of Dewey High School,named_place,"12th Street Estuary, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Baldwin and Hegenberger (Triangle Lot),named_place,"Baldwin and Hegenberger (Triangle Lot), Oakland, CA",,,nominatim_no_result,nominatim_no_result
2nd & Brush,named_place,"2nd & Brush, Oakland, CA",37.8107907,-122.276404,nominatim,
Snow Park,named_place,"Snow Park, Oakland, CA",37.8070652,-122.2642578,nominatim,
MLK & Thomas L Berkley Way,named_place,"Martin Luther King Jr Boulevard & Thomas L Berkley Way, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Elmhurst Library: 1427 88th Ave,named_place,"Elmhurst Library, Oakland, CA",37.7515442,-122.1749085,nominatim,
Game Changer Lot - 2599 Wood St,named_place,"Game Changer Lot - 2599 Wood Street, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Franklin St & 6th St,named_place,"Franklin Street & 6th Street, Oakland, CA",37.7959501,-122.2749126,nominatim,
Concordia Park,named_place,"Concordia Park, Oakland, CA",37.7726012,-122.1836629,nominatim,
Embarcadero Bay Trail,named_place,"Embarcadero Bay Trail, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Downtown Oakland Senior Center,named_place,Downtown Oakland Senior Center,37.8114137,-122.2612951,nominatim,
Lakeside Recycling: 77th & Hawley,named_place,"Lakeside Recycling, Oakland, CA",,,nominatim_no_result,nominatim_no_result
E 12th St & 23rd Ave,named_place,"E 12th Street & 23rd Avenue, Oakland, CA",37.7822649,-122.2365832,nominatim,
Bishop Floyd Plaza: 2070 San Pablo Ave,named_place,"Bishop Floyd Plaza, Oakland, CA",37.8113503,-122.2731342,nominatim,
City Lot -796 66th Avenue Parking,named_place,"City Lot -796 66th Avenue Parking, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Fitzgerald Park,named_place,"Fitzgerald Park, Oakland, CA",37.825781,-122.2827379,nominatim,
Frank Ogawa Plaza,named_place,"Frank Ogawa Plaza, Oakland, CA",37.8052097,-122.2716137,nominatim,
Leet Drive,named_place,"Leet Drive, Oakland, CA",37.7340044,-122.1999843,nominatim,
City Lot - Near 105th & Knight St,named_place,"City Lot - Near 105th & Knight Street, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Ascend Charter/3709 E 12th St,named_place,"Ascend Charter, Oakland, CA",,,nominatim_no_result,nominatim_no_result
Joaquin Miller Park,named_place,"Joaquin Miller Park, Oakland, CA",37.8132684,-122.1861165,nominatim,
